orig_entrada_saida,orig_data,orig_movimentacao,orig_produto,orig_instituicao,orig_quantidade,orig_preco_unitario,orig_valor_operacao,entrada_saida,data_iso,movimentacao_limpa,produto_limpo,instituicao_limpa,quantidade_numerica,preco_unitario_numerico,tipo_evento_normalizado,operacao_normalizada,ativo_ticker,ativo_nome_limpo,instituicao_normalizada,valor_total_numerico,auditoria_valor_original,categoria_evento,impacto_caixa,impacto_posicao,impacto_custo_medio,necessidade_revisao_manual,inconsistencia_qtd_preco_valor,motivo_revisao
Credito,10/10/2025,Direito de Subscrição,MXRF12 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,9, - , - ,CREDITO,2025-10-10,Direito de Subscrição,MXRF12 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,9,REVISAR,EVENTO_CORPORATIVO,SUBSCRICAO_DIREITO,MXRF12,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,REVISAR,"{""entrada_saida"":""Credito"",""data"":""10/10/2025"",""movimentacao"":""Direito de Subscrição"",""produto"":""MXRF12 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""9"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}",subscrição,reduz em exercício,aumenta se exercida,altera,sim,não,dados_numericos_insuficientes|impacto_mapeado_como_revisao
Credito,08/10/2025,Rendimento,PATL11 - PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S/A,1,0.57,0.57,CREDITO,2025-10-08,Rendimento,PATL11 - PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,0.57,PROVENTO,RENDIMENTO,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,0.57,"{""entrada_saida"":""Credito"",""data"":""08/10/2025"",""movimentacao"":""Rendimento"",""produto"":""PATL11 - PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.57"",""valor_operacao"":""0.57""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,07/10/2025,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S/A,26,0.078,1.73,CREDITO,2025-10-07,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S.A.,26,0.078,PROVENTO,JCP,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S.A.,1.73,"{""entrada_saida"":""Credito"",""data"":""07/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""26"",""preco_unitario"":""0.078"",""valor_operacao"":""1.73""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,07/10/2025,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.078,0.67,CREDITO,2025-10-07,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.078,PROVENTO,JCP,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,0.67,"{""entrada_saida"":""Credito"",""data"":""07/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""10"",""preco_unitario"":""0.078"",""valor_operacao"":""0.67""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,07/10/2025,Rendimento,HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1.56,10.92,CREDITO,2025-10-07,Rendimento,HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1.56,PROVENTO,RENDIMENTO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,10.92,"{""entrada_saida"":""Credito"",""data"":""07/10/2025"",""movimentacao"":""Rendimento"",""produto"":""HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""7"",""preco_unitario"":""1.56"",""valor_operacao"":""10.92""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,06/10/2025,Direito de Subscrição,TRXF12 - TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S/A,0, - , - ,CREDITO,2025-10-06,Direito de Subscrição,TRXF12 - TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,0,REVISAR,EVENTO_CORPORATIVO,SUBSCRICAO_DIREITO,TRXF12,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,REVISAR,"{""entrada_saida"":""Credito"",""data"":""06/10/2025"",""movimentacao"":""Direito de Subscrição"",""produto"":""TRXF12 - TRX REAL ESTATE FDO. INV. IMOB. - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}",subscrição,reduz em exercício,aumenta se exercida,altera,sim,não,dados_numericos_insuficientes|impacto_mapeado_como_revisao
Credito,01/10/2025,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,CREDITO,2025-10-01,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,PROVENTO,JCP,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,0.23,"{""entrada_saida"":""Credito"",""data"":""01/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,30/09/2025,APLICACAO,CDB - CDB925FES7W - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S/A,2,500,1000,CREDITO,2025-09-30,APLICACAO,CDB - CDB925FES7W - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,2,500,RENDA_FIXA,APLICACAO,CDB,CDB925FES7W - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1000,"{""entrada_saida"":""Credito"",""data"":""30/09/2025"",""movimentacao"":""APLICACAO"",""produto"":""CDB - CDB925FES7W - BANCO BTG PACTUAL S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""500"",""valor_operacao"":""1000""}",resgate,aumenta,reduz posição,não altera para posição remanescente,não,não,
Credito,29/09/2025,Transferência - Liquidação,AGRO3 - BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S/A,2,20.36,40.72,CREDITO,2025-09-29,Transferência - Liquidação,AGRO3 - BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S.A.,2,20.36,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,AGRO3,BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S.A.,40.72,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""AGRO3 - BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""20.36"",""valor_operacao"":""40.72""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",BANCO BTG PACTUAL S/A,4,13.16,52.64,CREDITO,2025-09-29,Transferência - Liquidação,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",BANCO BTG PACTUAL S.A.,4,13.16,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",BANCO BTG PACTUAL S.A.,52.64,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""13.16"",""valor_operacao"":""52.64""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,BBAS3 - BANCO DO BRASIL S/A,BANCO BTG PACTUAL S/A,2,22.03,44.06,CREDITO,2025-09-29,Transferência - Liquidação,BBAS3 - BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,22.03,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,44.06,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BBAS3 - BANCO DO BRASIL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""22.03"",""valor_operacao"":""44.06""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S/A,2,32.97,65.94,CREDITO,2025-09-29,Transferência - Liquidação,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,32.97,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,65.94,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BBSE3 - BB SEGURIDADE PARTICIPACOES S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""32.97"",""valor_operacao"":""65.94""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,BMEB4 - BANCO MERCANTIL DO BRASIL S.A,BANCO BTG PACTUAL S/A,1,53.99,53.99,CREDITO,2025-09-29,Transferência - Liquidação,BMEB4 - BANCO MERCANTIL DO BRASIL S.A,BANCO BTG PACTUAL S.A.,1,53.99,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,BMEB4,BANCO MERCANTIL DO BRASIL S.A,BANCO BTG PACTUAL S.A.,53.99,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BMEB4 - BANCO MERCANTIL DO BRASIL S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""53.99"",""valor_operacao"":""53.99""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,47.84,47.84,CREDITO,2025-09-29,Transferência - Liquidação,BPAC11 - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,47.84,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,47.84,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""47.84"",""valor_operacao"":""47.84""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S/A,1,43.47,43.47,CREDITO,2025-09-29,Transferência - Liquidação,BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,43.47,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,43.47,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""43.47"",""valor_operacao"":""43.47""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S/A,6,8.8,52.8,CREDITO,2025-09-29,Transferência - Liquidação,CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,8.8,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,52.8,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""6"",""preco_unitario"":""8.8"",""valor_operacao"":""52.8""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CEBR5 - CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S/A,2,23.23,46.46,CREDITO,2025-09-29,Transferência - Liquidação,CEBR5 - CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S.A.,2,23.23,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CEBR5,CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S.A.,46.46,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CEBR5 - CIA ENERGETICA DE BRASILIA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""23.23"",""valor_operacao"":""46.46""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CMIG4 - CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S/A,4,11.25,45,CREDITO,2025-09-29,Transferência - Liquidação,CMIG4 - CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S.A.,4,11.25,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CMIG4,CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S.A.,45,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CMIG4 - CIA. ENERGETICA DE MINAS GERAIS- CEMIG"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""11.25"",""valor_operacao"":""45""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CPLE6 - COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S/A,4,12.81,51.24,CREDITO,2025-09-29,Transferência - Liquidação,CPLE6 - COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S.A.,4,12.81,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CPLE6,COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S.A.,51.24,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CPLE6 - COMPANHIA PARANAENSE DE ENERGIA-COPEL"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""12.81"",""valor_operacao"":""51.24""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S/A,10,7.56,75.6,CREDITO,2025-09-29,Transferência - Liquidação,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,7.56,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,75.6,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""7.56"",""valor_operacao"":""75.6""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CSMG3 - CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S/A,2,33.69,67.38,CREDITO,2025-09-29,Transferência - Liquidação,CSMG3 - CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S.A.,2,33.69,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CSMG3,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S.A.,67.38,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CSMG3 - CIA SANEAMENTO DE MINAS GERAIS-COPASA MG"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""33.69"",""valor_operacao"":""67.38""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S/A,1,74.85,74.85,CREDITO,2025-09-29,Transferência - Liquidação,CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,74.85,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,74.85,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""74.85"",""valor_operacao"":""74.85""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,DIVO11 - IT NOW IDIV FUNDO DE INDICE,BANCO BTG PACTUAL S/A,1,106.86,106.86,CREDITO,2025-09-29,Transferência - Liquidação,DIVO11 - IT NOW IDIV FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,1,106.86,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,DIVO11,IT NOW IDIV FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,106.86,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""DIVO11 - IT NOW IDIV FUNDO DE INDICE"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""106.86"",""valor_operacao"":""106.86""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,ELAS11 - SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV,BANCO BTG PACTUAL S/A,1,141.08,141.08,CREDITO,2025-09-29,Transferência - Liquidação,ELAS11 - SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV,BANCO BTG PACTUAL S.A.,1,141.08,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,ELAS11,SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV,BANCO BTG PACTUAL S.A.,141.08,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""ELAS11 - SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""141.08"",""valor_operacao"":""141.08""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,EMBR3 - EMBRAER S.A.,BANCO BTG PACTUAL S/A,1,79.39,79.39,CREDITO,2025-09-29,Transferência - Liquidação,EMBR3 - EMBRAER S.A.,BANCO BTG PACTUAL S.A.,1,79.39,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,EMBR3,EMBRAER S.A.,BANCO BTG PACTUAL S.A.,79.39,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""EMBR3 - EMBRAER S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""79.39"",""valor_operacao"":""79.39""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,EQTL3 - EQUATORIAL ENERGIA S.A.,BANCO BTG PACTUAL S/A,1,36.83,36.83,CREDITO,2025-09-29,Transferência - Liquidação,EQTL3 - EQUATORIAL ENERGIA S.A.,BANCO BTG PACTUAL S.A.,1,36.83,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,EQTL3,EQUATORIAL ENERGIA S.A.,BANCO BTG PACTUAL S.A.,36.83,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""EQTL3 - EQUATORIAL ENERGIA S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""36.83"",""valor_operacao"":""36.83""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,FIND11 - IT NOW IFNC FUNDO DE INDICE,BANCO BTG PACTUAL S/A,1,154.12,154.12,CREDITO,2025-09-29,Transferência - Liquidação,FIND11 - IT NOW IFNC FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,1,154.12,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,FIND11,IT NOW IFNC FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,154.12,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""FIND11 - IT NOW IFNC FUNDO DE INDICE"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""154.12"",""valor_operacao"":""154.12""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,GOVE11 - IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL,BANCO BTG PACTUAL S/A,1,63.81,63.81,CREDITO,2025-09-29,Transferência - Liquidação,GOVE11 - IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL,BANCO BTG PACTUAL S.A.,1,63.81,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,GOVE11,IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL,BANCO BTG PACTUAL S.A.,63.81,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""GOVE11 - IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""63.81"",""valor_operacao"":""63.81""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,29/09/2025,Transferência - Liquidação,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S/A,1,77.22,77.22,CREDITO,2025-09-29,Transferência - Liquidação,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,77.22,TRANSFERENCIA,TRANSFERENCIA_LIQUIDACAO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,77.22,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""77.22"",""valor_operacao"":""77.22""}",transferência/liquidação,depende da direção,pode alterar,pode alterar,sim,não,impacto_mapeado_como_revisao
