data_evento,categoria_evento,operacao,entrada_saida,ticker,ativo_nome,instituicao,quantidade,preco_unitario,valor_total,impacto_caixa,impacto_posicao,impacto_custo_medio,revisao_manual,inconsistencia_qtd_preco_valor,status_importacao,motivo_revisar,linha_origem,origem_data,origem_movimentacao,origem_produto,origem_instituicao,origem_quantidade,origem_preco_unitario,origem_valor_operacao,auditoria_valor_original
2025-10-07,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S.A.,26,0.078,1.73,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,487,07/10/2025,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S/A,26,0.078,1.73,"{""entrada_saida"":""Credito"",""data"":""07/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""26"",""preco_unitario"":""0.078"",""valor_operacao"":""1.73""}"
2025-10-07,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.078,0.67,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,488,07/10/2025,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.078,0.67,"{""entrada_saida"":""Credito"",""data"":""07/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""10"",""preco_unitario"":""0.078"",""valor_operacao"":""0.67""}"
2025-10-06,subscrição,SUBSCRICAO_DIREITO,CREDITO,TRXF12,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,0,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,490,06/10/2025,Direito de Subscrição,TRXF12 - TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S/A,0,-,-,"{""entrada_saida"":""Credito"",""data"":""06/10/2025"",""movimentacao"":""Direito de Subscrição"",""produto"":""TRXF12 - TRX REAL ESTATE FDO. INV. IMOB. - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2025-10-01,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.23,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,491,01/10/2025,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,"{""entrada_saida"":""Credito"",""data"":""01/10/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,AGRO3,BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S.A.,2,20.36,40.72,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,493,29/09/2025,Transferência - Liquidação,AGRO3 - BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S/A,2,20.36,40.72,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""AGRO3 - BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""20.36"",""valor_operacao"":""40.72""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",BANCO BTG PACTUAL S.A.,4,13.16,52.64,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,494,29/09/2025,Transferência - Liquidação,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",BANCO BTG PACTUAL S/A,4,13.16,52.64,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""13.16"",""valor_operacao"":""52.64""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,22.03,44.06,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,495,29/09/2025,Transferência - Liquidação,BBAS3 - BANCO DO BRASIL S/A,BANCO BTG PACTUAL S/A,2,22.03,44.06,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BBAS3 - BANCO DO BRASIL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""22.03"",""valor_operacao"":""44.06""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,32.97,65.94,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,496,29/09/2025,Transferência - Liquidação,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S/A,2,32.97,65.94,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BBSE3 - BB SEGURIDADE PARTICIPACOES S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""32.97"",""valor_operacao"":""65.94""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BMEB4,BANCO MERCANTIL DO BRASIL S.A,BANCO BTG PACTUAL S.A.,1,53.99,53.99,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,497,29/09/2025,Transferência - Liquidação,BMEB4 - BANCO MERCANTIL DO BRASIL S.A,BANCO BTG PACTUAL S/A,1,53.99,53.99,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BMEB4 - BANCO MERCANTIL DO BRASIL S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""53.99"",""valor_operacao"":""53.99""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,47.84,47.84,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,498,29/09/2025,Transferência - Liquidação,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,47.84,47.84,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""47.84"",""valor_operacao"":""47.84""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,43.47,43.47,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,499,29/09/2025,Transferência - Liquidação,BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S/A,1,43.47,43.47,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""43.47"",""valor_operacao"":""43.47""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,8.8,52.8,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,500,29/09/2025,Transferência - Liquidação,CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S/A,6,8.8,52.8,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""6"",""preco_unitario"":""8.8"",""valor_operacao"":""52.8""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CEBR5,CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S.A.,2,23.23,46.46,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,501,29/09/2025,Transferência - Liquidação,CEBR5 - CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S/A,2,23.23,46.46,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CEBR5 - CIA ENERGETICA DE BRASILIA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""23.23"",""valor_operacao"":""46.46""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CMIG4,CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S.A.,4,11.25,45,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,502,29/09/2025,Transferência - Liquidação,CMIG4 - CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S/A,4,11.25,45,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CMIG4 - CIA. ENERGETICA DE MINAS GERAIS- CEMIG"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""11.25"",""valor_operacao"":""45""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CPLE6,COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S.A.,4,12.81,51.24,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,503,29/09/2025,Transferência - Liquidação,CPLE6 - COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S/A,4,12.81,51.24,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CPLE6 - COMPANHIA PARANAENSE DE ENERGIA-COPEL"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""4"",""preco_unitario"":""12.81"",""valor_operacao"":""51.24""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,7.56,75.6,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,504,29/09/2025,Transferência - Liquidação,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S/A,10,7.56,75.6,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""7.56"",""valor_operacao"":""75.6""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CSMG3,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S.A.,2,33.69,67.38,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,505,29/09/2025,Transferência - Liquidação,CSMG3 - CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S/A,2,33.69,67.38,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CSMG3 - CIA SANEAMENTO DE MINAS GERAIS-COPASA MG"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""33.69"",""valor_operacao"":""67.38""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,74.85,74.85,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,506,29/09/2025,Transferência - Liquidação,CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S/A,1,74.85,74.85,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""74.85"",""valor_operacao"":""74.85""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,DIVO11,IT NOW IDIV FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,1,106.86,106.86,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,507,29/09/2025,Transferência - Liquidação,DIVO11 - IT NOW IDIV FUNDO DE INDICE,BANCO BTG PACTUAL S/A,1,106.86,106.86,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""DIVO11 - IT NOW IDIV FUNDO DE INDICE"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""106.86"",""valor_operacao"":""106.86""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,ELAS11,SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV,BANCO BTG PACTUAL S.A.,1,141.08,141.08,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,508,29/09/2025,Transferência - Liquidação,ELAS11 - SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV,BANCO BTG PACTUAL S/A,1,141.08,141.08,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""ELAS11 - SAFRA ETF MULHERES NA LIDERANÇA FUNDO DE ÍNDICE DE AÇÕES INV"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""141.08"",""valor_operacao"":""141.08""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,EMBR3,EMBRAER S.A.,BANCO BTG PACTUAL S.A.,1,79.39,79.39,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,509,29/09/2025,Transferência - Liquidação,EMBR3 - EMBRAER S.A.,BANCO BTG PACTUAL S/A,1,79.39,79.39,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""EMBR3 - EMBRAER S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""79.39"",""valor_operacao"":""79.39""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,EQTL3,EQUATORIAL ENERGIA S.A.,BANCO BTG PACTUAL S.A.,1,36.83,36.83,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,510,29/09/2025,Transferência - Liquidação,EQTL3 - EQUATORIAL ENERGIA S.A.,BANCO BTG PACTUAL S/A,1,36.83,36.83,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""EQTL3 - EQUATORIAL ENERGIA S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""36.83"",""valor_operacao"":""36.83""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,FIND11,IT NOW IFNC FUNDO DE INDICE,BANCO BTG PACTUAL S.A.,1,154.12,154.12,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,511,29/09/2025,Transferência - Liquidação,FIND11 - IT NOW IFNC FUNDO DE INDICE,BANCO BTG PACTUAL S/A,1,154.12,154.12,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""FIND11 - IT NOW IFNC FUNDO DE INDICE"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""154.12"",""valor_operacao"":""154.12""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,GOVE11,IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL,BANCO BTG PACTUAL S.A.,1,63.81,63.81,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,512,29/09/2025,Transferência - Liquidação,GOVE11 - IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL,BANCO BTG PACTUAL S/A,1,63.81,63.81,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""GOVE11 - IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTAVEL"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""63.81"",""valor_operacao"":""63.81""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,77.22,77.22,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,513,29/09/2025,Transferência - Liquidação,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S/A,1,77.22,77.22,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""77.22"",""valor_operacao"":""77.22""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,20.21,60.63,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,514,29/09/2025,Transferência - Liquidação,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S/A,3,20.21,60.63,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""3"",""preco_unitario"":""20.21"",""valor_operacao"":""60.63""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,5,11.37,56.85,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,515,29/09/2025,Transferência - Liquidação,ITSA4 - ITAUSA S.A.,BANCO BTG PACTUAL S/A,5,11.37,56.85,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""ITSA4 - ITAUSA S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""5"",""preco_unitario"":""11.37"",""valor_operacao"":""56.85""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A.,BANCO BTG PACTUAL S.A.,1,38.87,38.87,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,516,29/09/2025,Transferência - Liquidação,ITUB4 - ITAU UNIBANCO HOLDING S/A,BANCO BTG PACTUAL S/A,1,38.87,38.87,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""ITUB4 - ITAU UNIBANCO HOLDING S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""38.87"",""valor_operacao"":""38.87""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,61.88,61.88,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,517,29/09/2025,Transferência - Liquidação,JSRE11 - JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S/A,1,61.88,61.88,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""JSRE11 - JS REAL ESTATE MULTIGESTÃO - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""61.88"",""valor_operacao"":""61.88""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,99.84,99.84,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,518,29/09/2025,Transferência - Liquidação,JURO11 - SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S/A,1,99.84,99.84,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""JURO11 - SPARTA INFRA FIC FI INFRA RENDA FIXA CP"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""99.84"",""valor_operacao"":""99.84""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,94.34,94.34,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,519,29/09/2025,Transferência - Liquidação,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S/A,1,94.34,94.34,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""94.34"",""valor_operacao"":""94.34""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,105.03,105.03,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,520,29/09/2025,Transferência - Liquidação,KNCR11 - KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S/A,1,105.03,105.03,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""KNCR11 - KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""105.03"",""valor_operacao"":""105.03""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S.A.,10,8.74,87.4,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,521,29/09/2025,Transferência - Liquidação,KNSC11 - KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S/A,10,8.74,87.4,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""KNSC11 - KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""8.74"",""valor_operacao"":""87.4""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,MILL11,IT NOW MORNINGSTAR US DIGITAL LIFESTYLE FUNDO DE ÍNDICE,BANCO BTG PACTUAL S.A.,1,81.85,81.85,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,522,29/09/2025,Transferência - Liquidação,MILL11 - IT NOW MORNINGSTAR US DIGITAL LIFESTYLE FUNDO DE ÍNDICE,BANCO BTG PACTUAL S/A,1,81.85,81.85,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""MILL11 - IT NOW MORNINGSTAR US DIGITAL LIFESTYLE FUNDO DE ÍNDICE"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""81.85"",""valor_operacao"":""81.85""}"
2025-09-29,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,9.81,98.1,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,523,29/09/2025,Transferência - Liquidação,MXRF11 - MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S/A,10,9.81,98.1,"{""entrada_saida"":""Credito"",""data"":""29/09/2025"",""movimentacao"":""Transferência - Liquidação"",""produto"":""MXRF11 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""9.81"",""valor_operacao"":""98.1""}"
